id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32887387,Cozy apartment - Metropol Parasol - WiFi / AC,5377739,Teye,Casco Antiguo,Feria,37.39652,-5.99113,Entire home/apt,66,3,105,2022-09-12,2.47,2,133,50,VFT/SE/03067
32901041,Seville Room main center,38925553,Andy,Casco Antiguo,San Vicente,37.39527,-5.99636,Private room,47,4,133,2022-09-18,3.10,4,117,41,Exempt
32907229,PIMIENTA. BARRIO DE SANTA CRUZ,5828259,Simone,Casco Antiguo,Santa Cruz,37.3848,-5.99012,Private room,40,1,13,2020-02-24,0.31,1,0,0,VFT/SE/06539
32908088,La combinación de comodidad y diseño contemporáneo en el centro de Sevilla,23559250,Ignacio,Nervión,an Roque,37.39058,-5.98357,Entire home/apt,120,1,25,2022-07-16,0.59,7,295,5,VFT/SE/05209
32915297,Apartamento chic en el centro de Sevilla,208893828,Luis,Casco Antiguo,"Encarnación, Regina",37.39487,-5.99271,Entire home/apt,65,3,70,2022-08-16,1.75,2,326,40,CTC-2019038762
32918244,RR3 SOLARIUM TERRACE. Bright 2D apartment with access to a common solarium,241271766,Nacho,Casco Antiguo,San Gil,37.40049,-5.98857,Entire home/apt,128,2,20,2022-06-13,0.47,5,84,1,VFT/SE/03504
32927897,Venecia Executive Apartment_2 hab. y gran patio,247748660,Silvia,San Pablo - Santa Justa,San José Obrero,37.39563,-5.98016,Entire home/apt,53,2,4,2019-05-19,0.09,1,0,0,CTC-2019211239
32941072,"Palacio ""Menta y chocolate"" del siglo XVI",7559727,Cristina,Casco Antiguo,Alfalfa,37.38924,-5.99173,Entire home/apt,125,3,110,2022-09-21,2.59,2,240,46,VFT/SE/04851
32947956,Alvarez Quintero Central Superior,168356229,Carlos,Casco Antiguo,Santa Cruz,37.38851,-5.99324,Entire home/apt,144,2,2,2019-04-24,0.05,2,78,0,VFT/SE/05027
32954275,RR4-PRIVATE TERRACE. Bright and quiet 3D apartment Parking Available,241271766,Nacho,Casco Antiguo,Feria,37.39847,-5.99048,Entire home/apt,137,2,49,2022-09-10,1.14,5,38,20,VFT/SE/03505
32955660,NUEVO!! Como en casa PARKING,248004454,David,Macarena,"León XIII, Los Naranjos",37.40277,-5.98327,Entire home/apt,134,2,30,2022-09-09,0.73,2,75,2,CTC-2019043856
32972835,FULL HOUSE NEAR CATEDRAL AND REAL MAESTRANZA,37040238,Juan,Casco Antiguo,Arenal,37.38653,-5.99626,Entire home/apt,208,2,45,2022-09-25,1.09,8,127,41,VFT/SE/04679
32976284,Spectacular Apartment on Betis Street,14958822,Nacho,Triana,Triana Casco Antiguo,37.3827,-5.99935,Entire home/apt,139,2,120,2022-09-21,2.84,125,53,42,VFT/SE/03502
32976527,Room for rent in Seville. Zona Macarena,117959640,José,Macarena,"Hermandades, La Carrasca",37.40951,-5.98077,Private room,26,2,19,2022-09-09,0.44,1,177,4,Exempt
32979679,Oasis Galindo Flat,248207614,Rafael,Casco Antiguo,Alfalfa,37.38962,-5.99215,Entire home/apt,86,2,78,2022-09-13,1.83,1,182,40,VFT/SE/05767
32982530,RR6-PRIVATE TERRACE. Bright and quiet 2D apartment Parking Available,241271766,Nacho,Casco Antiguo,Feria,37.39907,-5.99039,Entire home/apt,128,2,52,2022-07-17,1.21,5,68,27,VFT/SE/03199
32987018,"COQUETO APARTAMENTO CENTRICO, IDEAL SEMANA SANTA",18239271,Melissa,Nervión,an Roque,37.39165,-5.98333,Entire home/apt,260,4,0,,,1,179,0,Exempt
33001187,Apartamento Salvador en pleno centro de Sevilla.,248377114,Eugeny,Casco Antiguo,Alfalfa,37.39127,-5.99369,Entire home/apt,73,2,218,2022-09-16,5.17,4,100,57,VFT/SE/05465
