"";"name";"host_id";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"last_review";"reviews_per_month";"calculated_host_listings_count";"availability_365";"number_of_reviews_ltm";"license";"log_price";"log_minimum_nights";"dummy_room_type";"dummy_ng"
"3393";"Apartamento Centro Sevilla";51817697;"Sara";"Casco Antiguo";"San Lorenzo";37,39955;-6,0009;"Entire home/apt";181;1;4;"2020-02-09";0,12;1;0;0;"VFT/SE/06638";5,19849703126583;0;"Entire home/apt";1
"3396";"Apartamento de lujo junto a la catedral. Centro";310689799;"Argote Apartaments";"Casco Antiguo";"Santa Cruz";37,38669;-5,99315;"Entire home/apt";114;2;46;"2022-09-20";1,34;3;32;30;"CTC-2019183643";4,7361984483945;0,693147180559945;"Entire home/apt";1
"3398";"San Bernardo Lux+ Parking";310858072;"Protec";"Nervión";"San Bernardo";37,38302;-5,98332;"Entire home/apt";85;2;100;"2022-09-23";2,92;1;155;63;"VFT/SE/06848";4,44265125649032;0,693147180559945;"Entire home/apt";0
"3399";"Don Pedro Niño. Studio apartment in the centre";89331773;"Veoapartment";"Casco Antiguo";"Encarnación, Regina";37,3952;-5,99274;"Entire home/apt";101;1;28;"2022-09-15";0,82;36;289;20;"VFT/SE/05935";4,61512051684126;0;"Entire home/apt";1
"3400";"AlohaMundi Cruz Verde I";118796113;"Pepe Y Maru";"Casco Antiguo";"Feria";37,39723;-5,9902;"Entire home/apt";68;2;77;"2022-09-16";2,29;38;72;57;"VFT/SE/06528";4,21950770517611;0,693147180559945;"Entire home/apt";1
"3401";"YOUR IDEAL APARTMENT / 1 HAB 4 PX / DELUXE WIFI/AC";51048225;"Javier";"Casco Antiguo";"Encarnación, Regina";37,39517;-5,99166;"Entire home/apt";73;2;5;"2020-03-08";0,15;101;0;0;"CTC-2019203880";4,29045944114839;0,693147180559945;"Entire home/apt";1
"3402";"Un lugar tranquilo y agradable para hospedarse";306413507;"Irene";"Triana";"Triana Este";37,38058;-6,00255;"Private room";59;2;0;"";0;1;0;0;"Exempt";4,07753744390572;0,693147180559945;"Private room";0
"3403";"Apartment @ Triana Luxury Home in the heart of Triana by the river and Betis st.";201470220;"Triana Luxury";"Triana";"Triana Este";37,38249;-6,00301;"Entire home/apt";149;1;0;"";0;1;72;0;"VFT/SE/04107";5,00394630594546;0;"Entire home/apt";0
"3404";"Sol centro apartment A";126472204;"Manuel";"Casco Antiguo";"San Julián";37,39702;-5,9849;"Entire home/apt";83;1;13;"2022-09-19";0,38;7;83;8;"VFT/SE/05161";4,4188406077966;0;"Entire home/apt";1
"3405";"Summer flat with AC";38925553;"Andy";"Casco Antiguo";"Feria";37,3977584838867;-5,99361801147461;"Entire home/apt";51;4;35;"2022-09-25";1,03;4;131;20;"VFT/SE/03962";3,93182563272433;1,38629436111989;"Entire home/apt";1
"3406";"Bonito y céntrico 3dormitorios Dto.for months";119579489;"María Luisa";"Nervión";"an Roque";37,39069;-5,9825;"Entire home/apt";82;60;2;"2022-06-18";0,21;3;277;2;"";4,40671924726425;4,0943445622221;"Entire home/apt";0
"3407";"TRIANA HISTORIC SEVILLA CENTER, (+FREE PARKING)";175608443;"Ramon";"Triana";"Triana Este";37,38031;-6,00071;"Entire home/apt";58;2;80;"2022-09-18";2,33;6;2;23;"CTC-2018050609";4,06044301054642;0,693147180559945;"Entire home/apt";0
"3408";"Centro histórico: acogedor apto. en casa señorial";76365614;"Alice";"Casco Antiguo";"Encarnación, Regina";37,39509;-5,99128;"Entire home/apt";125;2;8;"2022-06-05";0,53;1;66;7;"VFT/SE/07036";4,8283137373023;0,693147180559945;"Entire home/apt";1
"3409";"RD PARKING INCLUDED TRIANA. Bright & Comfortable apartment 2D & 2B";5406544;"Nacho";"Triana";"Triana Casco Antiguo";37,38414;-6,00136;"Entire home/apt";144;2;33;"2022-03-29";0,97;15;288;6;"VFT/SE/06659";4,969813299576;0,693147180559945;"Entire home/apt";0
"3410";"Betis del Oro";41720508;"Diego";"Triana";"Triana Casco Antiguo";37,3815;-5,9984;"Private room";136;1;1;"2022-05-15";0,22;5;0;1;"CTC-2019197678";4,91265488573605;0;"Private room";0
"3411";"Hostly O'Donnell A Sierpes 100 MB loft-Parking Op";3173171;"Joaquín Y Natalia";"Casco Antiguo";"Alfalfa";37,39156;-5,99671;"Entire home/apt";82;2;81;"2022-09-22";2,37;29;158;40;"VFT/SE/03711";4,40671924726425;0,693147180559945;"Entire home/apt";1
"3412";"Céntrico y Luminoso con 2 dormitorios. A/C + WIFI";174362050;"Luis";"Macarena";"Doctor Barraquer, G. Renfe, Policlínico";37,40332;-5,99026;"Entire home/apt";68;2;36;"2022-08-27";1,08;2;251;28;"VFT/SE/06560";4,21950770517611;0,693147180559945;"Entire home/apt";0
"3413";"Palacios Malaver";19949618;"Carlos";"Casco Antiguo";"Feria";37,3996;-5,99244;"Entire home/apt";69;2;168;"2022-09-08";4,98;4;348;69;"VFT/SE/06652";4,23410650459726;0,693147180559945;"Entire home/apt";1
"3415";"Piso nuevo en Nervión";49940320;"Juan";"Nervión";"La Calzada";37,38775;-5,97704;"Entire home/apt";152;2;10;"2022-09-18";0,29;1;138;5;"VFT/SE/06661";5,02388052084628;0,693147180559945;"Entire home/apt";0
"3416";"Apartamento luminoso con terraza en Triana";312188881;"Jose";"Triana";"Triana Casco Antiguo";37,38499;-6,00417;"Entire home/apt";96;2;4;"2021-01-02";0,12;2;148;0;"VFT/SE/05503";4,56434819146784;0,693147180559945;"Entire home/apt";0
"3417";"Cozy&beautiful apartment in the heart of Seville";312223474;"Enrique";"Casco Antiguo";"Museo";37,39254;-6,00076;"Entire home/apt";68;2;123;"2022-09-12";3,65;1;131;80;"VFT/SE/06587";4,21950770517611;0,693147180559945;"Entire home/apt";1
"3418";"Moderno apartamento 2D 1B - La Alameda - Sevilla";312522010;"Paulette Cecile";"Casco Antiguo";"San Lorenzo";37,39776;-5,99443;"Entire home/apt";112;2;19;"2022-05-29";0,56;1;81;15;"VTF/SE/04583";4,71849887129509;0,693147180559945;"Entire home/apt";1
"3419";"Apartamento acogedor y tranquilo en Triana.";312762234;"Jesús";"Triana";"Triana Casco Antiguo";37,38452;-6,00521;"Entire home/apt";76;2;13;"2022-09-06";0,38;2;38;7;"VFT/SE005509";4,33073334028633;0,693147180559945;"Entire home/apt";0
"3420";"Cerca de Plaza España, Virgen Rocio, Universidad";304298950;"Marta";"Sur";"Felipe II, Los Diez Mandamientos";37,37106;-5,97415;"Private room";21;2;68;"2022-09-19";2,02;1;322;40;"Exempt";3,04452243772342;0,693147180559945;"Private room";0
"3421";"🏡  Luminoso y Elegante en el Centro de Triana 💃";312762234;"Jesús";"Triana";"Triana Casco Antiguo";37,38452;-6,00521;"Entire home/apt";81;2;19;"2022-09-18";0,6;2;108;16;"VFT/SE/005510";4,39444915467244;0,693147180559945;"Entire home/apt";0
"3424";"Apt Doña Concha - Alcázar";313398699;"Apartamentos";"Nervión";"San Bernardo";37,38387;-5,98423;"Entire home/apt";173;2;6;"2020-03-08";0,19;7;74;0;"CTC-2022188391";5,15329159449778;0,693147180559945;"Entire home/apt";0
"3426";"Apt Doña Concha - Feria/Flamenco + Terraza";313398699;"Apartamentos";"Nervión";"San Bernardo";37,38398;-5,98447;"Entire home/apt";98;2;7;"2022-03-03";0,21;7;69;2;"CTC-2022188391";4,58496747867057;0,693147180559945;"Entire home/apt";0
"3427";"Lovely Twin bed near center (Metro: 1º de Mayo)";313505054;"Mario";"Cerro - Amate";"Los Pajaros";37,38282;-5,95826;"Private room";21;1;9;"2022-09-19";0,55;2;4;3;"Exempt";3,04452243772342;0;"Private room";0
"3428";"Cosy Double Room near center (Metro: 1º de Mayo)";313505054;"Mario";"Cerro - Amate";"Los Pajaros";37,38155;-5,95744;"Private room";26;1;11;"2022-09-07";0,71;2;10;3;"Exempt";3,25809653802148;0;"Private room";0
"3429";"💠CENTRO ¡NUEVO! y luminoso apt. 8 min. catedral💠";313507914;"La Hospedería";"Casco Antiguo";"Museo";37,38967;-5,99792;"Entire home/apt";111;2;54;"2022-09-22";1,58;3;131;43;"VFT/SE/06136";4,70953020131233;0,693147180559945;"Entire home/apt";1
"3430";"Ispal Apartment & Parking Seville Historic Center";313591189;"Hermanos Garcia Garcia Cb";"Casco Antiguo";"Alfalfa";37,3898;-5,99095;"Entire home/apt";239;2;45;"2022-09-16";1,34;1;150;28;"VFT/SE/06601";5,47646355193151;0,693147180559945;"Entire home/apt";1
"3432";"Habitacion ""Alfalfa""";291478678;"Alex";"Casco Antiguo";"Alfalfa";37,39039;-5,99416;"Private room";35;1;2;"2020-03-16";0,06;3;0;0;"Exempt";3,55534806148941;0;"Private room";1
"3433";"Cozy 4 pax at XVIIth c house At Triana with a view";313812892;"Miguel";"Triana";"Triana Casco Antiguo";37,3844;-6,00305;"Entire home/apt";120;2;7;"2020-09-13";0,21;3;0;0;"VFT/SE/03055";4,78749174278205;0,693147180559945;"Entire home/apt";0
"3434";"Ático en el Centro de la Ciudad";209110979;"Fernando Y Camia";"Casco Antiguo";"Museo";37,39196;-5,99999;"Entire home/apt";70;1;7;"2020-08-22";0,21;11;0;0;"VFT/SE/06695";4,24849524204936;0;"Entire home/apt";1
"3435";"Apartamento Torres";269512747;"Juanmi Y Laura";"Casco Antiguo";"San Gil";37,40064;-5,99031;"Entire home/apt";109;2;13;"2022-07-28";0,42;29;65;11;"VFT/SE/07470";4,69134788222914;0,693147180559945;"Entire home/apt";1
"3436";"BC2 PARKING INCLUDED 2Bd+2Bth Renovated Next to Muralla Macarena and Isla Mágica";5406544;"Nacho";"Casco Antiguo";"San Gil";37,40251;-5,99302;"Entire home/apt";126;1;22;"2022-06-14";0,66;15;70;13;"VFT/SE/05428";4,83628190695148;0;"Entire home/apt";1
"3437";"Lukanda Hospec 1. Catedral";54707660;"Lukanda";"Casco Antiguo";"Santa Cruz";37,38844;-5,99286;"Private room";101;1;6;"2022-07-10";0,33;29;257;4;"H/SE/00707";4,61512051684126;0;"Private room";1
"3438";"Apartamento en pleno Centro de Sevilla.";312850432;"Jaime";"Casco Antiguo";"Santa Catalina";37,39147;-5,98702;"Entire home/apt";81;2;81;"2022-09-21";3,04;1;323;49;"CTC-2020007121";4,39444915467244;0,693147180559945;"Entire home/apt";1
"3439";"Habitación Setas";58291652;"Ronald";"Casco Antiguo";"Santa Catalina";37,39245;-5,98445;"Private room";35;3;40;"2022-09-18";1,22;2;156;24;"Exempt";3,55534806148941;1,09861228866811;"Private room";1
"3440";"Central apartment recently renovated";14958822;"Nacho";"Casco Antiguo";"San Vicente";37,39448;-6,0019;"Entire home/apt";124;2;21;"2022-09-04";0,62;125;75;13;"VFT/SE/06999";4,82028156560504;0,693147180559945;"Entire home/apt";1
"3442";"Amplio y tranquilo apartamento en casco historico";14958822;"Nacho";"Casco Antiguo";"San Bartolomé";37,38837;-5,98619;"Entire home/apt";127;2;49;"2022-09-23";1,47;125;75;28;"VFT/SE/04586";4,84418708645859;0,693147180559945;"Entire home/apt";1
"3444";"Apartamento en Calle Padilla";315529122;"Stan";"Casco Antiguo";"Feria";37,39647;-5,9882;"Entire home/apt";83;2;2;"2022-02-27";0,06;1;72;1;"VFT/SE/03140";4,4188406077966;0,693147180559945;"Entire home/apt";1
"3445";"Piso de 2 Habitaciones por días en Sevilla Capital";299523176;"Maria";"Cerro - Amate";"El Cerro";37,37154;-5,95359;"Entire home/apt";47;1;0;"";0;2;210;0;"VFT/SE/06962";3,85014760171006;0;"Entire home/apt";0
"3446";"Suites Lumbreras Estudio";254488992;"Suites Lumbreras";"Casco Antiguo";"San Lorenzo";37,40057;-5,99481;"Entire home/apt";78;2;5;"2022-09-11";0,33;4;223;4;"A/SE/00276";4,35670882668959;0,693147180559945;"Entire home/apt";1
"3447";"Apto Santiago 2 pleno centro";55117083;"Reyes";"Casco Antiguo";"Santa Catalina";37,39307;-5,98666;"Entire home/apt";108;2;43;"2022-08-27";1,35;11;55;27;"CTC-2019185424";4,68213122712422;0,693147180559945;"Entire home/apt";1
"3448";"ACOGEDOR APARTAMENTO EN  KILOMETRO CERO DE SEVILLA";315896037;"Sonia";"Casco Antiguo";"Arenal";37,38835;-5,99644;"Entire home/apt";136;2;63;"2022-09-11";1,95;1;166;46;"CTC-2019061395";4,91265488573605;0,693147180559945;"Entire home/apt";1
"3449";"Outstanding penthouse with private terrace near the Cathedral. Mateos Gago V";92573910;"Esther";"Casco Antiguo";"Santa Cruz";37,38526;-5,99195;"Entire home/apt";227;1;25;"2022-09-05";0,75;37;170;19;"VFT/SE/06196";5,4249500174814;0;"Entire home/apt";1
"3451";"Plaza de Armas Tourist House";7233908;"Tourist";"Casco Antiguo";"Museo";37,39044;-6,00151;"Entire home/apt";121;3;13;"2022-06-28";0,42;7;354;9;"VFT/SE/06577";4,79579054559674;1,09861228866811;"Entire home/apt";1
"3452";"Lovely Penthouse in Plaza Nueva";82605187;"Albareda";"Casco Antiguo";"Arenal";37,38743;-5,99662;"Entire home/apt";133;1;47;"2022-08-21";1,43;9;88;10;"A/SE/00208";4,89034912822175;0;"Entire home/apt";1
"3453";"Constitución Terraza";82605187;"Albareda";"Casco Antiguo";"Santa Cruz";37,38596;-5,99363;"Entire home/apt";131;1;88;"2022-09-20";2,62;9;102;36;"A/SE/00208";4,87519732320115;0;"Entire home/apt";1
"3454";"Apartamento tranquilo en pleno corazón de Sevilla.";88508906;"Fernando";"Casco Antiguo";"San Julián";37,39656;-5,9871;"Entire home/apt";131;2;9;"2020-08-28";0,27;19;26;0;"VFT/SE/00463";4,87519732320115;0,693147180559945;"Entire home/apt";1
"3455";"LA CASA DEL DOCTOR.Amplio,luminoso y cómodo";317386086;"Francisco";"San Pablo - Santa Justa";"San José Obrero";37,39336;-5,98007;"Entire home/apt";51;3;72;"2022-09-18";2,15;1;52;46;"CTC- 2019000000";3,93182563272433;1,09861228866811;"Entire home/apt";0
"3456";"Betis del Oro. H1. Habitación privada";41720508;"Diego";"Triana";"Triana Casco Antiguo";37,3815;-5,9984;"Private room";77;1;1;"2022-06-19";0,3;5;287;1;"CTC-2019197678";4,34380542185368;0;"Private room";0
"3457";"Sevilla Capital";231669875;"Guilherme";"Macarena - Norte";"San Diego";37,41257;-5,96609;"Private room";108;1;11;"2022-05-22";0,35;3;267;5;"Exempt";4,68213122712422;0;"Private room";0
"3458";"Lukanda Hospec 2. Catedral";54707660;"Lukanda";"Casco Antiguo";"Arenal";37,38705;-5,99447;"Private room";98;1;3;"2022-08-18";0,26;29;292;3;"H/SE/00707";4,58496747867057;0;"Private room";1
"3459";"Live Seville beside Fine Arts Museum";12781224;"Chema";"Casco Antiguo";"Museo";37,39094;-5,99855;"Entire home/apt";74;2;9;"2022-09-18";0,74;2;172;9;"VFT/SE/06837";4,30406509320417;0,693147180559945;"Entire home/apt";1
"3460";"Lukanda Hospec 3. Catedral";54707660;"Lukanda";"Casco Antiguo";"Santa Cruz";37,38629;-5,99301;"Private room";97;1;4;"2022-08-17";0,43;29;256;4;"H/SE/00707";4,57471097850338;0;"Private room";1
"3461";"Lukanda Hospec 4. Catedral";54707660;"Lukanda";"Casco Antiguo";"Arenal";37,38787;-5,99454;"Private room";97;1;39;"2022-08-27";2,31;29;293;25;"H/SE/00707";4,57471097850338;0;"Private room";1
"3462";"Apartamento encantador com piscina";231669875;"Guilherme";"Macarena - Norte";"Las Almenas";37,41435;-5,96628;"Private room";44;1;10;"2022-06-04";0,71;3;92;9;"Exempt";3,78418963391826;0;"Private room";0
"3464";"Lukanda Hospec 5. Catedral";54707660;"Lukanda";"Casco Antiguo";"Santa Cruz";37,3882;-5,994;"Private room";101;1;0;"";0;29;258;0;"H/SE/00707";4,61512051684126;0;"Private room";1
"3465";"Lukanda Hospec 6. Catedral";54707660;"Lukanda";"Casco Antiguo";"Santa Cruz";37,38832;-5,99223;"Private room";93;1;6;"2022-05-27";0,42;29;289;1;"H/SE/00707";4,53259949315326;0;"Private room";1
"3466";"Lukanda Hospec 7. Catedral";54707660;"Lukanda";"Casco Antiguo";"Santa Cruz";37,3868;-5,99223;"Private room";101;1;35;"2022-05-10";1,94;29;281;7;"H/SE/00707";4,61512051684126;0;"Private room";1
"3467";"Lukanda Hospec 8. Catedral";54707660;"Lukanda";"Casco Antiguo";"Arenal";37,3861;-5,99426;"Private room";96;1;22;"2022-08-28";1,27;29;292;15;"H/SE/00707";4,56434819146784;0;"Private room";1
"3468";"Magnificent studio in Casco Antiguo in Seville";318022811;"Carmen";"Casco Antiguo";"San Vicente";37,3961;-5,99915;"Entire home/apt";88;3;8;"2022-09-09";0,25;1;88;4;"VFT/SE/05895";4,47733681447821;1,09861228866811;"Entire home/apt";1
"3469";"Apartamento Estudio.";3340359;"Cristina";"Casco Antiguo";"Feria";37,39774;-5,98895;"Entire home/apt";102;2;7;"2022-06-20";0,21;7;167;4;"RTA A / SE / 00102";4,62497281328427;0,693147180559945;"Entire home/apt";1
"3470";"EXCLUSIVO APT 2 HAB-2 BAÑOS-LUMINOSO ↑ CALIDADES";51048225;"Javier";"Triana";"Triana Este";37,37926;-5,99982;"Entire home/apt";92;3;13;"2022-08-30";0,42;101;285;9;"CTC-201157727";4,52178857704904;1,09861228866811;"Entire home/apt";0
"3471";"Apartamento Triana Sevilla";81329486;"Pepe";"Triana";"Triana Casco Antiguo";37,38681;-6,00539;"Entire home/apt";100;1;1;"2021-05-09";0,06;1;0;0;"CTC-2018194161";4,60517018598809;0;"Entire home/apt";0
"3472";"Triana pura";208249802;"Cristina";"Triana";"Triana Casco Antiguo";37,38749;-6,00533;"Entire home/apt";191;1;15;"2022-05-22";0,45;1;343;6;"VFT/SE/04443";5,25227342804663;0;"Entire home/apt";0
"3473";"Central Nest Sevilla Centre";317569069;"Fede";"Casco Antiguo";"San Gil";37,40217;-5,99299;"Entire home/apt";93;3;0;"";0;1;0;0;"CTC-2019218682";4,53259949315326;1,09861228866811;"Entire home/apt";1
"3474";"Apartamento San Roque. Street Lecha Marzo";179801034;"Apartamentos";"Nervión";"an Roque";37,39211;-5,98302;"Entire home/apt";71;2;44;"2022-07-11";1,31;11;88;22;"CTC2019215285";4,26267987704132;0,693147180559945;"Entire home/apt";0
"3475";"La casa de los viajantes";49873291;"Monkeys Apartments";"Macarena";"León XIII, Los Naranjos";37,40453;-5,98488;"Entire home/apt";114;2;39;"2022-08-30";1,17;23;350;17;"VFT/SE/06647";4,7361984483945;0,693147180559945;"Entire home/apt";0
"3476";"LOLA DE TRIANA Apartments - Apartamento";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38582;-6,00533;"Entire home/apt";136;1;6;"2021-12-22";0,18;14;175;1;"CTC-2019207988";4,91265488573605;0;"Entire home/apt";0
"3477";"LOLA DE TRIANA Apartments - Loft A";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38732;-6,00553;"Entire home/apt";152;1;7;"2021-07-26";0,21;14;172;0;"CTC-2019207988";5,02388052084628;0;"Entire home/apt";0
"3478";"LOLA DE TRIANA Apartments - Loft B";317956804;"Magno Apartments";"Triana";"Triana Oeste";37,38558;-6,00718;"Entire home/apt";140;1;4;"2021-09-19";0,13;14;177;0;"CTC-2019207988";4,9416424226093;0;"Entire home/apt";0
"3479";"LOLA DE TRIANA Apartments - Apartamento Estándar A";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38672;-6,00505;"Entire home/apt";137;1;0;"";0;14;174;0;"CTC-2019207988";4,91998092582813;0;"Entire home/apt";0
"3480";"LOLA DE TRIANA Apartments - Duplex";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38758;-6,00589;"Entire home/apt";162;1;3;"2022-08-21";0,09;14;178;1;"CTC-2019207988";5,08759633523238;0;"Entire home/apt";0
"3481";"LOLA DE TRIANA Apartments - Apartamento con balcón";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38748;-6,00648;"Entire home/apt";142;1;4;"2022-05-08";0,12;14;164;2;"CTC-2019207988";4,95582705760126;0;"Entire home/apt";0
"3482";"LOLA DE TRIANA Apartments - Loft C";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,3876317144723;-6,00598062616769;"Entire home/apt";152;1;7;"2022-06-12";0,21;14;172;1;"CTC-2019207988";5,02388052084628;0;"Entire home/apt";0
"3483";"LOLA DE TRIANA Apartments - Loft D";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38678;-6,00506;"Entire home/apt";140;1;3;"2022-08-08";0,09;14;177;2;"CTC-2019207988";4,9416424226093;0;"Entire home/apt";0
"3484";"LOLA DE TRIANA Apartments - Apartamento Estándar B";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38718;-6,00516;"Entire home/apt";137;1;6;"2022-07-11";0,18;14;174;2;"CTC-2019207988";4,91998092582813;0;"Entire home/apt";0
"3485";"Apartamento con Jacuzzi y Terraza privada - LOLA DE TRIANA Apartments";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38537;-6,00577;"Entire home/apt";218;1;28;"2022-08-22";0,84;14;157;22;"CTC-2019207988";5,38449506278909;0;"Entire home/apt";0
"3486";"LOLA DE TRIANA Apartments - Duplex con Terraza";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38702;-6,00516;"Entire home/apt";162;1;9;"2022-09-10";0,28;14;174;4;"CTC-2019207988";5,08759633523238;0;"Entire home/apt";0
"3487";"LOLA DE TRIANA Apartments - Loft E";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,38587;-6,00717;"Entire home/apt";152;1;14;"2022-09-04";0,42;14;172;5;"CTC-2019207988";5,02388052084628;0;"Entire home/apt";0
"3488";"LOLA DE TRIANA Apartments - Loft F";317956804;"Magno Apartments";"Triana";"Triana Oeste";37,38537;-6,0068;"Entire home/apt";140;1;8;"2022-08-17";0,24;14;177;2;"CTC-2019207988";4,9416424226093;0;"Entire home/apt";0
"3489";"LOLA DE TRIANA Apartments - Apartamento Estándar C";317956804;"Magno Apartments";"Triana";"Triana Casco Antiguo";37,3855;-6,00505;"Entire home/apt";137;1;3;"2020-03-12";0,09;14;174;0;"CTC-2019207988";4,91998092582813;0;"Entire home/apt";0
"3490";"Habitación amplia y tranquila, al lado metro";290370603;"Inmaculada";"Los Remedios";"Tablada";37,36067;-6,0319;"Private room";35;1;16;"2022-05-19";0,55;1;179;12;"Exempt";3,55534806148941;0;"Private room";0
"3491";"Pureza 12-14, en el corazón de Triana";101353546;"Ana";"Triana";"Triana Casco Antiguo";37,38423;-6,00131;"Entire home/apt";53;2;11;"2020-04-26";0,33;1;0;0;"VFT/SE/06429";3,97029191355212;0,693147180559945;"Entire home/apt";0
"3493";"Casa Palacio en el corazón de Sevilla";133381824;"Pablo";"Casco Antiguo";"Santa Cruz";37,38792;-5,99284;"Entire home/apt";79;7;53;"2020-11-23";1,58;2;0;0;"6631";4,36944785246702;1,94591014905531;"Entire home/apt";1
"3494";"MARAVILLOSO NUEVO APARTAMENTO ¡ en casco historico";54601529;"Celia";"Casco Antiguo";"Feria";37,39878;-5,98844;"Entire home/apt";149;1;15;"2020-03-09";0,45;10;0;0;"vft/SE/06696";5,00394630594546;0;"Entire home/apt";1
